Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Precipitation,Wind Speed,Wind Direction,Visibility,Cloud Cover,Relative Humidity
25.1,25.1,25.1,,0,8.8,267,4,66.6,93.82
25,25,25,,0,7.6,270,5,50,94.19
25,25,25,,0,7.6,240,5,50,94.19
25,25,25,,0,8.8,277,5,50,94.19
,,,,0,,,,,
,,,,0,,,,,
24.7,24.7,24.7,,0,0,,5,100,
,,,,0,,,,,
25,25,25,,0,9.4,310,5,27.5,94.19
28.2,28.2,28.2,32.4,0,3.6,60,10,38.3,78.47
29,29,29,34.5,0,11.2,50,10,27.5,79.06
30,30,30,36.2,0,14.8,100,10,27.5,74.63
30.2,30.2,30.2,37.4,0,18.6,73,10,31.7,76.77
31,31,31,39.1,0,20.5,80,10,27.5,74.79
31,31,31,36.5,0,18.4,130,10,27.5,66.38
32.2,32.2,32.2,40.2,0,16.6,130,10,31.7,67.96
31,31,31,39,0,16.6,110,10,25,74.78
32,32,32,39.2,0,16.6,70,10,27.5,66.58
31.4,31.4,31.4,38.1,0,16.6,100,10,35,67.82
30,30,30,35.1,0,13,120,10,27.5,70.29
29,29,29,33.6,0,11.2,110,8,27.5,74.47
29.4,29.4,29.4,35.1,0,10,113,8,38.3,77.1
29,29,29,35.6,0,11.2,70,8,27.5,83.9
29,29,29,35.6,0,5.4,20,8,27.5,83.9
29,29,29,35.4,0,0,0,8,38.3,82.75
28,28,28,31.9,0,13,180,5,50,78.92
,,,,0,,,,,
26.6,26.6,26.6,,1,0,,4,80,89.33
27,27,27,31.2,0,7.6,130,4,27.5,94.27
,,,,0,,,,,
26.9,26.9,26.9,30.7,0,0,,4,80,94.27
26,26,26,,0,7.6,220,4,27.5,100
27,27,27,31.2,0,3.6,230,6,27.5,94.27
28.1,28.1,28.1,32.4,0,8.8,157,10,31.7,80.21
30,30,30,37.4,0,7.6,130,10,27.5,79.2
30,30,30,36.2,0,9.4,110,10,27.5,74.63
31.2,31.2,31.2,38.8,0,14.2,100,10,31.7,71.93
31,31,31,37.7,0,16.6,100,10,27.5,70.48
32,32,32,39.2,0,13,110,10,27.5,66.58
31.4,31.4,31.4,37.4,0,14.8,90,10,53.3,65.55
29,29,29,33.6,0,13,10,10,50,74.47
29,29,29,34.5,0,7.6,30,10,27.5,79.06
29.4,29.4,29.4,35.2,0,13,80,10,48.3,77.56
29,29,29,35.6,0,9.4,120,10,27.5,83.9
29,29,29,35.6,0,7.6,70,8,27.5,83.9
29.1,29.1,29.1,36,0,3,350,8,38.3,83.91
29,29,29,35.6,0,0,0,8,27.5,83.9
29,29,29,35.6,0,5.4,270,7,27.5,83.9
28.2,28.2,28.2,33.9,0,13.6,260,7.3,38.3,87.2
27,27,27,30.6,0,11.2,250,6,27.5,88.84
26,26,26,,0,9.4,270,6,27.5,94.23
26.2,26.2,26.2,,0,6.1,283,6,35,92.21
26,26,26,,0,5.4,280,6,27.5,94.23
,,,,0,,,,,
,,,,0,,,,,
,,,,0,,,,,
26,26,26,,0,9.4,280,3,27.5,94.23
27.9,27.9,27.9,32.5,0,3.6,270,5,35,84.61
30,30,30,37.4,0,1.8,,7,27.5,79.2
31,31,31,39.1,0,0,0,7,50,74.79
31.3,31.3,31.3,39.7,0,2.4,,8,60,73.53
32,32,32,39.2,0,7.6,50,10,27.5,66.58
32,32,32,40.6,0,7.6,,10,50,70.66
29.4,29.4,29.4,34.5,0,33.5,40,10,63.3,74.08
29,29,29,33.6,0,11.2,40,10,50,74.47
30,30,30,34.1,0,11.2,50,10,50,66.18
30.2,30.2,30.2,36.4,0,10,43,10,66.6,73.2
29,29,29,34.5,0,0,0,8,27.5,79.06
29,29,29,34.5,0,5.4,50,8,27.5,79.06
29.2,29.2,29.2,35.1,0,0,0,8,48.3,79.24
27,27,27,30.1,0,11.2,20,2,50,83.68
27,27,27,31.2,0,11.2,210,7,50,94.27
26.1,26.1,26.1,,15,9.4,280,3,66.6,92.94
26,26,26,,0,5.4,210,3,50,94.23
26,26,26,,0,9.4,260,4,27.5,94.23
26,26,26,,0.2,7.6,250,6,51.6,93.3
25,25,25,,0,9.4,270,5,27.5,94.19
25,25,25,,0,9.4,250,4,27.5,94.19
25.1,25.1,25.1,,0,9.4,240,4,45,92.89
25,25,25,,0,7.6,260,4,27.5,94.19
25,25,25,,0,11.2,260,5,27.5,94.19
26.8,26.8,26.8,30,0,5.4,290,7,45,88.47
29,29,29,34.5,0,3.6,,7,27.5,79.06
30,30,30,36.2,0,7.6,310,9,27.5,74.63
31.7,31.7,31.7,38.6,0,0,0,9,38.3,67.32
31,31,31,39.1,0,13,80,10,50,74.79
32,32,32,40.6,0,11.2,90,10,27.5,70.66
32.2,32.2,32.2,40.8,0,5,100,10,45,69.32
31,31,31,37.7,0,18.4,80,10,27.5,70.48
31,31,31,37.7,0,13,60,10,27.5,70.48
30.9,30.9,30.9,39.7,0,9.9,30,10,51.6,77.63
30,30,30,37.4,0,14.8,20,10,50,79.2
29,29,29,35.6,0,7.6,70,9,50,83.9
28.4,28.4,28.4,34.5,0,1.2,,8,66.6,86.37
28,28,28,31.9,0,9.4,250,8,50,78.92
28,28,28,31.9,0,9.4,310,8,50,78.92
27.9,27.9,27.9,31.7,0,5,240,6,51.6,79.22
26,26,26,,0,7.6,270,6,27.5,94.23
26,26,26,,0,7.6,260,6,27.5,94.23
26,26,26,,0,3.6,300,5,51.6,92.75
26,26,26,,0,5.4,240,5,27.5,94.23
25,25,25,,0,7.6,270,5,27.5,100
25.7,25.7,25.7,,0,0,,5,100,91.44
25,25,25,,0,13,270,5,27.5,94.19
26,26,26,,0,9.4,290,5,27.5,94.23
26.9,26.9,26.9,30.2,0,7.6,263,6,51.6,87.95
29,29,29,34.5,0,0,0,6,27.5,79.06
31,31,31,36.5,0,3.6,,8,27.5,66.38
31.3,31.3,31.3,38.2,0,8.8,80,8,48.3,69.42
31,31,31,39.1,0,14.8,70,8,50,74.79
31,31,31,35.5,0,3.6,,8,50,62.5
28.2,28.2,28.2,33.1,0,10.6,327,8,63.3,82.73
31,31,31,37.7,0,11.2,350,8,50,70.48
27,27,27,30.1,0,22.3,240,6,89,83.68
25.1,25.1,25.1,,0,16,213,6,92.7,92.89
25,25,25,,0,13,240,3,89,94.19
25,25,25,,0,13,350,2,89,94.19
24.2,24.2,24.2,,8,16.6,280,2,66.6,98.22
24,24,24,,0,9.4,240,2,50,100
24,24,24,,0,7.6,280,3,27.5,100
24.9,24.9,24.9,,4,11.2,250,3,51.6,93.62
25,25,25,,0,11.2,250,4,27.5,94.19
24,24,24,,0,9.4,230,4,27.5,100
24.1,24.1,24.1,,0.5,7.6,320,3,45,98.02
,,,,0,,,,,
24,24,24,,0,7.6,300,2,27.5,94.15
24.2,24.2,24.2,,0,7.6,303,3,38.3,97.63
24,24,24,,0,0,0,5,27.5,100
25,25,25,,0,0,0,5,27.5,94.19
26,26,26,,0,6.7,283,5,38.3,88.94
28,28,28,32.7,0,9.4,200,7,27.5,83.79
29,29,29,33.6,0,9.4,110,8,27.5,74.47
30.1,30.1,30.1,36.1,0,14.2,90,9,35,73.18
31,31,31,36.5,0,13,100,10,27.5,66.38
31,31,31,35.5,0,13,50,10,27.5,62.5
32.2,32.2,32.2,37.4,0,5,110,10,38.3,59.33
32,32,32,39.2,0,20.5,170,10,27.5,66.58
31,31,31,35.5,0,11.2,150,8,27.5,62.5
30.2,30.2,30.2,35.7,0,7.6,283,7,48.3,70.61
28,28,28,32.7,0,7.6,40,6,50,83.79
27,27,27,31.2,0,9.4,350,5,50,94.27
27.2,27.2,27.2,31.1,2,8.8,13,5,63.3,87.8
27,27,27,30.6,0,9.4,310,6,50,88.84
26,26,26,,0,16.6,290,6,50,94.23
26,26,26,,0,12.4,280,6,60,92.75
26,26,26,,0,9.4,250,6,50,94.23
26,26,26,,0,9.4,250,6,27.5,94.23
26,26,26,,0,6.2,310,6,38.3,92.57
26,26,26,,0,5.4,200,6,27.5,88.76
26,26,26,,0,7.6,140,6,27.5,94.23
26.7,26.7,26.7,29.4,0,5.4,20,6,38.3,84.15
27,27,27,29.6,0,13,150,6,27.5,78.78
27,27,27,29.6,0,3.6,100,7,89,78.78
27,27,27,30.1,0,9.4,30,8,63.3,83.68
29,29,29,32.7,0,13,330,9,27.5,70.11
30,30,30,34.1,0,14.8,360,10,27.5,66.18
30.1,30.1,30.1,34.4,0,18.4,50,10,66.6,66.2
30,30,30,35.1,0,13,30,10,50,70.29
31,31,31,36.5,0,3.6,,10,50,66.38
31,31,31,36.7,0,11.8,57,10,66.6,66.66
31,31,31,37.7,0,14.8,30,10,50,70.48
30,30,30,35.1,0,13,10,8,89,70.29
23.4,23.4,23.4,,46,20.5,187,2,92.7,98.8
25,25,25,,0,7.6,140,8,50,100
25,25,25,,0,11.2,150,5,50,100
25.8,25.8,25.8,,3,12.4,147,5,63.3,94.79
26,26,26,,0,9.4,190,5,50,94.23
26,26,26,,0,3.6,,5,27.5,94.23
25,25,25,,0,2.4,,5,45,98.03
25,25,25,,0,0,0,4,27.5,100
25,25,25,,0,5.4,300,3,27.5,100
25,25,25,,0,0,0,3,38.3,94.76
25,25,25,,0,0,0,3,27.5,94.19
25,25,25,,0,0,0,3,27.5,94.19
25,25,25,,0,0,0,3,38.3,98.62
,,,,0,,,,,
25,25,25,,0,0,0,5,27.5,94.19
26,26,26,,0,9.4,257,5,48.3,92.93
28,28,28,31.9,0,3.6,,8,27.5,78.92
29,29,29,33.6,0,7.6,190,10,27.5,74.47
29.8,29.8,29.8,35.4,0,9.2,53,10,63.3,73.86
30,30,30,35.1,0,11.2,100,10,50,70.29
30,30,30,36.2,0,13,120,10,50,74.63
27.9,27.9,27.9,31.9,0,20.5,230,8.7,66.6,79.72
28,28,28,31.9,0,11.2,220,10,50,78.92
28,28,28,31.3,0,13,230,10,50,74.3
27.2,27.2,27.2,30.1,0,13,220,8,66.6,78.65
,,,,0,,,,,
26,26,26,,0,5.4,280,6,50,94.23
26.2,26.2,26.2,,0.5,0,,7,100,88.77
26,26,26,,0,3.6,130,6,50,88.76
26,26,26,,0,0,0,6,27.5,94.23
26,26,26,,0,3.1,60,6,48.3,91.83
,,,,0,,,,,
25,25,25,,0,3.6,270,6,27.5,100
25.9,25.9,25.9,,0,6.1,257,6,45,89.11
25,25,25,,0,1.8,260,6,27.5,94.19
,,,,0,,,,,
25,25,25,,0,3,273,6,45,93.25
25,25,25,,0,0,0,4,27.5,94.19
25,25,25,,0,5.4,250,3,27.5,94.19
26,26,26,,0,8.2,277,5,51.6,92.38
28,28,28,31.9,0,5.4,320,10,27.5,78.92
29,29,29,32.7,0,3.6,,10,27.5,70.11
30,30,30,34.3,0,5.4,90,10,38.3,66.19
30,30,30,34.1,0,5.4,100,10,27.5,66.18
30,30,30,34.1,0,7.6,20,8,27.5,66.18
30.2,30.2,30.2,35.7,0,11.2,290,8,51.6,70.33
31,31,31,36.5,0,11.2,280,10,27.5,66.38
30,30,30,36.2,0,14.8,280,6,50,74.63
26,26,26,,0.5,9.4,190,6,66.6,92.2
26,26,26,,0,5.4,250,6,50,94.23
27,27,27,30.6,0,0,0,7,27.5,88.84
26.3,26.3,26.3,,0.5,0,0,6,51.6,96.52
27,27,27,31.2,0,5.4,190,5,50,94.27
27,27,27,31.2,0,0,0,5,50,94.27
27.7,27.7,27.7,32.2,0.1,5.4,240,6,66.6,85.77
26,26,26,,0,5.4,,3,50,94.23
26,26,26,,0,7.6,120,6,27.5,94.23
26.6,26.6,26.6,,3,0,,6,100,90.41
26,26,26,,0,0,0,6,27.5,94.23
25,25,25,,0,0,0,4,27.5,100
25.3,25.3,25.3,,0,0,0,3,48.3,97.65
25,25,25,,0,7.6,220,2,27.5,100
26,26,26,,0,5.4,250,3,27.5,94.23
26,26,26,,0,7.6,240,4,45,97.86
28,28,28,32.7,0,7.6,210,6,27.5,83.79
30,30,30,36.2,0,13,190,9,27.5,74.63
31.2,31.2,31.2,37.2,0,13,160,10,60,67.21
32,32,32,36.8,0,16.6,180,10,27.5,59.04
29,29,29,35.6,0,16.6,40,8,50,83.9
29.3,29.3,29.3,36.2,4,12.4,37,8,66.6,82.78
26,26,26,,0,11.2,200,4,50,100
,,,,0,,,,,
26,26,26,,4,17.2,207,1.3,66.6,94.42
24,24,24,,0,11.2,310,4,50,94.15
24,24,24,,0,14.8,250,4,50,100
24.1,24.1,24.1,,22,12.4,210,4,66.6,98.02
25,25,25,,0,3.6,,7,50,94.19
25,25,25,,0,0,0,7,50,94.19
24.9,24.9,24.9,,2,9.2,280,6,66.6,94.19
25,25,25,,0,5.4,320,6,50,94.19
25,25,25,,0,7.6,340,6,50,94.19
25,25,25,,0.1,3.6,50,5,63.3,94.19
,,,,0,,,,,
25,25,25,,0,0,0,5,50,94.19
24.9,24.9,24.9,,0,0,0,5,63.3,94.56
25,25,25,,0,0,0,5,50,94.19
25,25,25,,0,5.4,280,5,50,94.19
25,25,25,,0,8.2,313,5,66.6,94.01
26,26,26,,0,7.6,270,5,50,94.23
26,26,26,,0,1.8,,5,89,94.23
27,27,27,30.9,0,4.9,170,4.3,66.6,92.8
28,28,28,32.7,0,9.4,300,5,50,83.79
29,29,29,34.5,0,13,300,8,50,79.06
30,30,30,36,0,8.8,313,8,66.6,73.6
31,31,31,36.5,0,3.6,,8,50,66.38
30,30,30,36.2,0,13,60,10,50,74.63
30.2,30.2,30.2,36.5,0,14.8,340,10,66.6,73.49
29,29,29,34.5,0,14.8,320,10,50,79.06
29,29,29,34.5,0,11.2,340,8,50,79.06
28.1,28.1,28.1,31.7,0,14.8,260,8,63.3,75.53
26,26,26,,0,9.4,260,8,50,88.76
26,26,26,,0,9.4,260,7,27.5,88.76
26.1,26.1,26.1,,0,11.2,270,7,31.7,87.89
26,26,26,,0,5.4,240,6,27.5,88.76
25,25,25,,0,7.6,300,6,27.5,94.19
25.2,25.2,25.2,,0,3.6,290,6,31.7,92.34
25,25,25,,0,0,0,5,27.5,94.19
25,25,25,,0,0,0,5,27.5,94.19
25.1,25.1,25.1,,0,5.4,250,4,31.7,92.89
25,25,25,,0,0,0,3,27.5,94.19
26,26,26,,0,3.6,260,5,27.5,94.23
27.9,27.9,27.9,31.8,0,10,260,8,38.3,79.7
29,29,29,33.6,0,11.2,260,10,27.5,74.47
31,31,31,36.5,0,11.2,300,10,27.5,66.38
32,32,32,37.9,0,16.6,313,10,63.3,62.35
29,29,29,33.6,0,16.6,320,10,50,74.47
31,31,31,37.7,0,22.3,300,,0,70.48
30.9,30.9,30.9,37.5,0,24.1,310,10,63.3,70.73
30,30,30,36.2,0,16.6,310,10,50,74.63
30,30,30,36.2,0,16.6,10,10,50,74.63
30,30,30,36.3,0,13,360,8,63.3,74.78
28,28,28,33.6,0,13,320,8,50,88.92
27,27,27,31.2,0,16.6,290,6,50,94.27
27.1,27.1,27.1,30.9,0.4,11.2,280,7,63.3,88.32
27,27,27,30.6,0,14.8,280,7,50,88.84
27,27,27,30.1,0,16.6,280,7,50,83.68
26.3,26.3,26.3,,0,14.8,300,8,45,86.51
26,26,26,,0,13,290,8,27.5,88.76
26,26,26,,0,14.8,290,8,27.5,88.76
26,26,26,,0,14.8,280,8,45,87.7
26,26,26,,0,11.2,280,8,27.5,88.76
26,26,26,,0,13,280,7,27.5,88.76
25.3,25.3,25.3,,0,13,290,7.3,45,91.97
25,25,25,,0,13,310,4,50,94.19
26,26,26,,0,18.4,270,5,50,88.76
26,26,26,,0,11.2,253,6,51.6,92.38
28,28,28,32.7,0,9.4,250,10,27.5,83.79
29,29,29,33.6,0,5.4,210,10,27.5,74.47
30,30,30,35.2,0,6.1,170,10,51.6,70.99
30,30,30,36.2,0,7.6,140,10,27.5,74.63
31,31,31,36.5,0,3.6,,10,50,66.38
30.4,30.4,30.4,36.8,0,9.4,100,10,66.6,72.51
31,31,31,37.7,0,1.8,,10,50,70.48
31,31,31,36.5,0,13,290,10,50,66.38
30.6,30.6,30.6,37,0,13,310,10,66.6,71.53
30,30,30,36.2,0,18.4,310,9,27.5,74.63
29,29,29,34.5,0,18.4,310,8,27.5,79.06
29,29,29,35.3,0,13.6,300,8,48.3,82.42
28,28,28,31.9,0,18.4,250,8,27.5,78.92
26,26,26,,0,14.8,260,6,50,88.76
26.7,26.7,26.7,,0,7.6,290,7,90,84.65
26,26,26,,0,7.6,230,5,50,94.23
26,26,26,,0,7.6,270,4,50,94.23
26,26,26,,0.3,6.1,213,4,63.3,93.3
,,,,0,,,,,
,,,,0,,,,,
25.4,25.4,25.4,,0,6.2,310,4,45,97.85
26,26,26,,0,5.4,320,5,27.5,88.76
26,26,26,,0,7.6,70,5,50,94.23
26.7,26.7,26.7,,0,5.4,20,8,90,87.23
,,,,0,,,,,
30,30,30,35.1,0,7.6,20,8,27.5,70.29
30.9,30.9,30.9,37.3,0,7.6,170,8,45,70.04
31,31,31,37.7,0,14.8,150,10,27.5,70.48
30,30,30,36.2,0,18.4,140,10,27.5,74.63
30.3,30.3,30.3,36.7,0,14.8,117,10,48.3,73.5
30,30,30,36.2,0,16.6,110,10,27.5,74.63
30,30,30,36.2,0,14.8,90,10,50,74.63
28.4,28.4,28.4,34.2,0.5,11.2,310,10,63.3,85.85
28,28,28,33.6,0,7.6,340,5,50,88.92
28,28,28,33.6,0,9.4,30,7,50,88.92
28,28,28,33.3,0.1,8,247,7,66.6,88.56
28,28,28,33.6,0,9.4,320,8,50,88.92
27,27,27,31.2,0,9.4,270,8,50,94.27
27,27,27,31.1,0,9.4,230,5,48.3,93.35
27,27,27,31.2,0,7.6,280,5,27.5,94.27
27,27,27,31.2,0,5.4,340,6,50,94.27
27,27,27,30.5,0,0,0,6,63.3,89.19
27,27,27,30.6,0,0,0,6,50,88.84
25,25,25,,0,7.6,290,5,50,94.19
26,26,26,,0,3.6,280,4,66.6,93.3
26,26,26,,0,0,0,5,89,88.76
26,26,26,,0,5.4,340,8,50,83.57
27,27,27,29.7,0,6.2,330,10,48.3,79.26
29,29,29,32.7,0,3.6,,10,27.5,70.11
30,30,30,34.1,0,5.4,190,10,27.5,66.18
30.2,30.2,30.2,34.5,0,10.6,200,10,48.3,65.95
,,,,0,,,,,
30,30,30,36.2,0,13,100,10,27.5,74.63
30.2,30.2,30.2,36.1,0,14.8,90,10,48.3,72.04
30,30,30,35.1,0,13,110,10,27.5,70.29
30,30,30,35.1,0,13,100,10,27.5,70.29
30.1,30.1,30.1,35.3,0,7.6,130,10,48.3,70.03
29,29,29,34.5,0,9.4,110,10,27.5,79.06
29,29,29,34.5,0,9.4,50,8,27.5,79.06
28.9,28.9,28.9,34.3,0,11.2,360,8,45,79.36
29,29,29,34.5,0,11.2,30,8,27.5,79.06
29,29,29,34.5,0,13,40,8,27.5,79.06
28.6,28.6,28.6,32.9,0,16.6,190,7,90,76.66
28,28,28,30.7,0,16.6,160,8,27.5,69.92
27,27,27,29.6,0,9.4,200,8,27.5,78.78
26.2,26.2,26.2,,0,9.4,200,6,38.3,91.84
,,,,0,,,,,
27,27,27,30.6,0,5.4,90,4,27.5,88.84
27,27,27,30.6,0,0,0,5,45,87.96
27,27,27,30.1,0,9.4,110,6,27.5,83.68
28,28,28,31.3,0,18.4,150,8,27.5,74.3
28.9,28.9,28.9,33.1,0,13,130,8,45,73.56
29,29,29,32.7,0,16.6,140,10,27.5,70.11
30,30,30,35.1,0,7.6,120,10,27.5,70.29
31,31,31,36.4,0,6.2,,10,48.3,65.73
31,31,31,36.5,0,9.4,40,10,27.5,66.38
31,31,31,36.5,0,14.8,40,10,50,66.38
31.4,31.4,31.4,37.2,0,13,73,10,66.6,64.9
31,31,31,36.5,0,16.6,90,10,50,66.38
30,30,30,35.1,0,16.6,100,10,50,70.29
28,28,28,32,0,14.2,233,10,66.6,78.46
27,27,27,30.1,0,16.6,160,10,50,83.68
27,27,27,30.6,0,9.4,210,9,50,88.84
27,27,27,30.1,0,14.2,163,8,66.6,84.85
28,28,28,31.3,0,7.6,140,8,50,74.3
27,27,27,30.1,0,7.6,160,8,50,83.68
26.2,26.2,26.2,,0,13.6,317,8,66.6,87.54
26,26,26,,0,14.8,300,8,50,94.23
26,26,26,,0,14.8,290,8,50,88.76
25.9,25.9,25.9,,0,9.2,280,7,66.6,89.11
,,,,0,,,,,
25,25,25,,0,5.4,270,7,27.5,94.19
25,25,25,,0,7.6,290,7,51.6,93.26
25,25,25,,0,9.4,260,7,27.5,94.19
25,25,25,,0,11.2,250,6,27.5,94.19
25.2,25.2,25.2,,0,11.8,267,7,51.6,92.34
26,26,26,,0,14.8,280,7,27.5,88.76
26,26,26,,0,11.2,290,6,27.5,88.76
27,27,27,30.2,0,16,297,7,51.6,83.68
28,28,28,31.9,0,14.8,290,10,27.5,78.92
28,28,28,31.9,0,16.6,290,10,27.5,78.92
28.2,28.2,28.2,32.3,0,11.2,300,10,66.6,77.7
29,29,29,33.6,0,9.4,310,10,50,74.47
29,29,29,33.6,0,5.4,300,10,50,74.47
29.1,29.1,29.1,33.8,0,2.4,,10,66.6,74.19
28,28,28,32.7,0,7.6,110,10,50,83.79
28,28,28,32.7,0,5.4,60,8,50,83.79
28,28,28,32.8,0,7.6,50,8,51.6,83.3
28,28,28,32.7,0,5.4,10,8,27.5,83.79
28,28,28,32.7,0,5.4,330,7,27.5,83.79
27.9,27.9,27.9,32.3,0,1.2,,7,66.6,83.94
27,27,27,30.6,0,3.6,290,7,50,88.84
26,26,26,,0,9.4,280,7,27.5,94.23
26,26,26,,0,1.2,,6,45,92.75
26,26,26,,0,7.6,260,6,27.5,94.23
25,25,25,,0,0,0,5,27.5,100
25.7,25.7,25.7,,0,0,,5,80,91.44
,,,,0,,,,,
26,26,26,,0,5.4,290,4,27.5,94.23
26.8,26.8,26.8,29.7,0,2.4,,5,48.3,85.34
28,28,28,32.7,0,5.4,310,7,27.5,83.79
29,29,29,33.6,0,3.6,,8,27.5,74.47
28.9,28.9,28.9,33.4,0,7.6,150,8,48.3,74.75
29,29,29,34.5,0,9.4,100,8,27.5,79.06
31,31,31,37.7,0,13,50,10,27.5,70.48
27.8,27.8,27.8,31.5,0,14.8,283,7,66.6,78.28
25,25,25,,0,24.1,260,7,50,88.68
26,26,26,,0,16.6,210,7,50,83.57
25,25,25,,1,11.2,163,6,66.6,93.25
25,25,25,,0,5.4,220,7,50,94.19
25,25,25,,0,7.6,270,5,50,94.19
24.3,24.3,24.3,,3,9.9,270,3.7,50,98.02
24,24,24,,0,11.2,270,5,50,100
24,24,24,,0,7.6,250,4,50,100
24.3,24.3,24.3,,0.9,8.2,257,4,66.6,97.44
24,24,24,,0,11.2,270,5,50,100
24,24,24,,0,14.8,290,5,27.5,100
24.1,24.1,24.1,,0,10,313,4,63.3,98.61
24,24,24,,0,7.6,270,4,50,100
24,24,24,,0,9.4,260,4,50,100
24,24,24,,0,2.4,,4,63.3,98.81
24,24,24,,0,0,0,4,50,100
24,24,24,,0,3.6,,3,50,100
25,25,25,,0,10,263,2,48.3,93.44
26,26,26,,0,5.4,270,2,27.5,94.23
29,29,29,34.5,0,5.4,300,3,27.5,79.06
29.8,29.8,29.8,35.4,0,7.6,300,6,48.3,73.55
31,31,31,36.5,0,11.2,270,8,27.5,66.38
32,32,32,36.8,0,14.8,250,10,27.5,59.04
32,32,32,36.8,0,20.5,263,10,48.3,59.39
31,31,31,35.5,0,25.9,280,10,50,62.5
31,31,31,36.5,0,20.5,280,10,27.5,66.38
30.2,30.2,30.2,35.4,0,18.4,260,10,45,69.22
29,29,29,33.6,0,9.4,270,10,27.5,74.47
29,29,29,33.6,0,9.4,170,8,27.5,74.47
28,28,28,32.7,0,9.4,140,8,45,83.46
27,27,27,30.6,0,1.8,,8,27.5,88.84
27,27,27,29.2,0,5.4,,8,27.5,74.14
26.9,26.9,26.9,29.1,0,7.6,307,7,48.3,75.64
,,,,0,,,,,
26,26,26,,0,0,0,5,27.5,83.57
25.3,25.3,25.3,,0,7.6,300,5,45,85.38
25,25,25,,0,5.4,270,4,27.5,88.68
,,,,0,,,,,
25.1,25.1,25.1,,0,0,0,3,48.3,87.8
25,25,25,,0,5.4,310,5,27.5,88.68
25,25,25,,0,3.6,,6,27.5,88.68
26.7,26.7,26.7,29.4,0,7.6,270,6,48.3,83.98
28,28,28,31.3,0,7.6,230,8,27.5,74.3
31,31,31,36.5,0,9.4,200,10,27.5,66.38
31.1,31.1,31.1,35.9,0,11.2,170,10,38.3,63.15
30,30,30,36.2,0,24.1,60,8,50,74.63
29,29,29,33.6,0,22.3,10,6,50,74.47
28.9,28.9,28.9,33.2,0,5,20,10,63.3,73.7
30,30,30,37.4,0,11.2,60,10,50,79.2
30,30,30,35.1,0,14.8,150,10,50,70.29
28,28,28,32.7,0,17.9,163,10,66.6,82.97
27,27,27,30.6,0,13,180,8,89,88.84
26,26,26,,0,7.6,350,8,50,88.76
26,26,26,,2,9.4,310,7.3,66.6,89.65
26,26,26,,0,1.8,,6,50,88.76
25,25,25,,0,9.4,290,6,50,94.19
25,25,25,,1,12.4,303,6.3,66.6,93.63
,,,,0,,,,,
25,25,25,,0,3.6,,6,50,94.19
25,25,25,,0.5,0,0,6,66.6,94.19
25,25,25,,0,5.4,300,6,50,94.19
25,25,25,,0,5.4,300,6,50,94.19
24.9,24.9,24.9,,0,0,,5,90,94.18
25,25,25,,0,7.6,250,3,50,94.19
25,25,25,,0,9.4,280,2,50,100
26,26,26,,0,7.6,290,3,48.3,93.86
28,28,28,32.7,0,9.4,290,4,27.5,83.79
30,30,30,34.1,0,14.8,260,10,27.5,66.18
31,31,31,36.6,0,13.6,273,10,45,66.26
31,31,31,36.5,0,20.5,300,10,50,66.38
32,32,32,39.2,0,16.6,290,,50,66.58
32,32,32,38,0,18.4,303,10,63.3,62.72
32,32,32,37.9,0,16.6,300,10,27.5,62.71
32,32,32,39.2,0,14.8,330,10,50,66.58
31.4,31.4,31.4,36.9,0,20.5,320,10,90,64.49
30,30,30,36.2,0,18.4,350,10,50,74.63
29,29,29,33.6,0,20.5,310,8,50,74.47
27,27,27,30.2,0,22.3,180,7,66.6,83.68
24,24,24,,0,14.8,260,5,50,94.15
24,24,24,,0,7.6,260,6,50,94.15
24.2,24.2,24.2,,2,13,260,6,66.6,92.84
24,24,24,,0,11.2,290,7,27.5,100
24,24,24,,0,9.4,270,7,27.5,94.15
24.2,24.2,24.2,,0,13,280,7,51.6,92.65
25,25,25,,0,14.8,290,7,27.5,94.19
25,25,25,,0,11.2,260,6,27.5,94.19
25,25,25,,0,7.6,270,6,45,93.25
24,24,24,,0,13,270,6,27.5,100
25,25,25,,0,7.6,320,6,27.5,94.19
26.7,26.7,26.7,29.8,0,13,280,7,48.3,88.29
28,28,28,32.7,0,9.4,260,7,27.5,83.79
29,29,29,33.6,0,16.6,300,10,27.5,74.47
30,30,30,36,0,20.5,300,10,48.3,73.17
32,32,32,39.2,0,24.1,,10,25.1,66.58
32,32,32,37.9,0,27.7,310,10,50,62.71
31.2,31.2,31.2,36.8,0,24.7,303,10,63.3,65.37
31,31,31,36.5,0,22.3,310,10,50,66.38
30,30,30,35.1,0,27.7,320,10,50,70.29
29.2,29.2,29.2,33.8,0,21,310,10,66.6,73.03
29,29,29,33.6,0,22.3,310,10,50,74.47
28,28,28,32.7,0,18.4,290,9,50,83.79
27.1,27.1,27.1,30.7,0,11.8,273,8.3,63.3,87.1
27,27,27,30.6,0,13,270,8,50,88.84
27,27,27,30.6,0,11.2,280,8,27.5,88.84
27.2,27.2,27.2,30.3,0,7.6,290,8,90,82.2
26,26,26,,0,11.2,300,7,27.5,88.76
26,26,26,,0,14.8,280,7,27.5,88.76
26.9,26.9,26.9,29.8,0,11.2,273,7,38.3,83.5
26,26,26,,0,13,260,6,27.5,88.76
26,26,26,,0,13,270,6,27.5,88.76
